tweet_id,virality
6238,1
6334,5
5822,1
6260,1
6162,1
6078,1
6626,1
6607,1
6089,1
6261,1
6251,1
6364,1
6185,1
6225,1
5824,1
6239,1
6190,1
6357,1
6063,1
5838,1
6181,1
6455,5
6075,1
5804,1
6042,5
6456,1
6004,1
6630,1
6590,1
6472,1
5885,1
5975,1
6178,1
6006,1
6387,1
5873,1
5857,1
6415,1
6206,1
5969,1
5961,1
6282,1
6402,1
6577,1
5894,1
5887,1
6020,1
6221,1
6025,1
6509,1
6271,1
6452,1
6611,1
6569,1
5833,1
5886,1
6647,1
5916,1
6125,1
6091,1
6228,1
5882,1
6547,1
6200,1
6095,1
6084,1
5839,1
5836,1
6272,1
5987,1
6449,1
6646,1
6556,1
6374,5
6584,1
6352,1
6059,1
6544,1
6281,1
6535,1
6631,5
5858,1
5850,1
6498,1
6542,1
6370,1
6349,5
6391,1
5859,1
6204,1
6523,1
6328,1
6400,1
6161,1
6464,1
5843,1
6534,1
5937,1
5811,1
6126,1
6586,1
6553,1
6175,1
6068,1
5897,1
6621,1
6376,1
6365,1
6241,2
6104,1
6450,1
6561,1
5929,1
6216,1
6052,1
6408,1
6461,1
6069,1
6440,1
6362,1
6115,5
6479,1
5996,1
6102,1
6153,5
6594,1
6500,1
6198,1
6457,1
5812,1
6404,5
5870,1
5941,1
6236,1
5983,1
6643,1
5998,1
6343,1
6346,1
5825,1
6377,1
6417,1
6285,1
6552,1
6619,1
6177,1
5832,1
6034,1
6315,1
6488,1
5917,1
6499,1
5898,1
6180,1
6119,5
6361,1
6444,1
6595,1
6448,1
6548,1
6360,1
6489,1
5820,1
6549,1
5805,1
5817,5
5892,1
5830,1
6625,1
5861,1
6220,1
5808,5
6407,1
6397,1
6267,1
5974,1
6316,1
6080,1
6193,1
6030,1
6612,1
6518,1
6568,1
6057,1
6521,1
6385,1
6217,1
5947,1
5889,1
6421,1
6425,1
6575,1
6386,1
6174,1
6627,1
6099,5
5814,1
6277,1
6211,1
6043,1
6486,2
6015,1
6393,1
6550,1
5944,1
6128,1
5855,1
6143,1
6350,1
6029,1
6371,1
6530,1
6151,1
6332,2
6314,1
5874,1
6526,1
5810,5
6540,1
6116,1
5813,1
6306,1
5959,1
5809,1
5964,1
6512,1
6226,1
6056,1
6214,1
5800,1
6428,2
5865,1
5986,1
5834,1
6485,1
6065,1
6633,1
6060,1
6199,1
6442,1
5966,1
5977,1
6067,1
5994,1
5878,1
6072,1
6510,1
6517,1
6399,1
6263,1
6320,1
6406,1
6248,1
6570,1
6111,1
37458,1
37994,1
37683,1
37951,1
38069,1
37775,1
37803,1
37384,1
38072,1
37562,1
38018,1
37888,1
37472,5
37345,1
38021,1
37647,1
38095,5
37941,1
37382,1
37334,1
37602,1
37512,1
37976,1
37397,1
37799,1
37342,1
37520,1
37351,1
37469,1
37732,5
37669,1
37297,1
37969,1
38057,1
37788,5
37517,1
37486,5
37474,1
37479,5
37395,1
37310,1
37879,1
37521,1
38066,1
37428,1
37927,1
38044,1
37931,1
37491,1
37411,1
37891,1
37858,1
38041,1
37992,5
37857,1
38073,1
37626,1
37685,1
37767,5
37713,5
37429,1
37420,1
37600,1
37654,1
37383,5
37910,1
37552,1
37755,1
37416,1
37315,1
37386,1
37557,1
38078,1
37811,1
37704,1
37357,5
37990,1
37449,5
37714,5
37453,1
37598,1
37964,1
37367,1
37592,1
37947,1
37783,1
38084,1
37861,1
37881,1
37668,1
37636,1
37590,1
37528,1
37725,5
38025,1
37510,1
37400,1
37497,1
37513,1
37530,1
37698,1
38100,1
37452,1
37977,1
37607,1
37540,1
37809,1
37644,1
37874,1
37856,5
37897,1
37841,5
37914,1
37421,1
37745,1
37379,1
37953,1
37514,1
37550,1
37660,1
37319,1
38004,1
37436,1
37401,1
37405,1
37548,1
37707,1
37549,1
37518,1
37773,1
37307,1
37768,5
37808,1
37929,1
37840,5
37873,1
37676,1
37970,1
37633,1
37523,5
37909,1
37784,1
37724,5
37793,5
38052,1
37477,5
37814,3
37658,1
38013,1
37439,1
37752,1
37770,1
38116,1
37381,1
37475,1
37630,1
37503,1
37896,1
37895,1
37621,1
37818,1
37623,1
37689,1
37657,1
38067,1
37642,1
38007,1
37819,1
37763,1
38085,1
37706,5
37616,1
37757,5
37665,1
37573,1
37366,1
37942,1
37748,1
38071,1
37751,1
38029,1
37392,1
37355,5
37576,1
37885,1
38027,1
37954,1
37430,1
37680,5
37780,1
37431,1
37886,1
37804,5
37754,1
37358,1
37546,1
37934,5
37905,5
37711,1
37370,1
37536,1
37620,1
37396,1
37487,1
37434,1
38026,1
37348,1
37583,1
37323,1
38107,1
37740,1
37794,1
37320,1
37958,1
38043,1
37679,1
37306,1
37709,5
37447,1
37766,1
37353,1
37968,1
37349,5
38059,3
37925,1
37693,5
37672,2
37985,1
37324,1
37488,1
38111,1
37701,5
37627,1
37731,1
37601,5
37388,1
37716,5
37696,1
37900,1
37986,1
37463,1
38088,1
37404,1
38104,1
37586,1
37946,1
37760,5
37299,1
37412,1
37579,1
37629,1
38002,1
37922,1
37739,5
23968,1
24137,1
24060,1
24095,1
24419,1
24294,1
24440,5
24225,1
24028,1
23857,1
24344,1
23933,1
24223,1
23937,1
23781,1
24482,1
23748,1
23846,1
23790,1
23768,1
24463,1
23905,1
24177,1
23783,1
24405,1
24165,1
24102,1
23818,1
24020,1
24186,1
24412,1
24443,1
24114,1
24449,1
23865,1
24292,1
24120,1
23944,1
24048,1
24338,1
23862,1
24034,1
24428,1
23731,1
23959,1
23822,1
24138,1
23808,1
23872,1
23971,1
23904,1
24423,1
23940,1
24076,1
24417,1
24362,1
24282,1
24407,1
23840,1
24071,1
23980,1
23727,1
24214,1
24140,1
24275,1
24188,1
23730,1
23957,1
24280,1
24010,1
23826,1
23692,1
24041,1
24171,1
23964,1
24170,5
23800,1
23827,1
24320,1
24013,1
23914,1
24302,1
24119,1
24143,1
23883,1
24096,1
24016,1
24479,1
23850,1
23898,1
23758,1
24027,1
24455,1
24136,1
24106,1
24324,1
24415,1
24217,1
24198,1
23767,1
24388,1
24341,1
24063,1
24173,1
23868,1
23721,1
24246,1
24457,1
24101,1
24460,1
24181,1
24024,1
23972,1
24272,1
24255,1
24400,1
24039,1
24489,1
23885,1
24317,1
24116,1
24086,1
23976,1
23811,1
23970,1
24046,1
24218,1
24067,1
24389,1
24230,1
23757,1
24132,1
24487,1
24031,1
23763,1
23798,1
24278,1
24351,1
24073,1
24124,1
23999,1
24232,1
23895,1
24378,1
23829,1
24505,1
23884,1
23863,1
24402,1
24052,1
23919,1
23861,1
24395,1
24251,1
23753,1
24304,1
24250,1
23706,1
24499,1
23749,1
24345,1
24000,1
24495,1
24152,1
23939,1
23747,1
23780,1
23733,1
24169,1
23760,1
24500,1
24196,1
24242,1
24471,1
24386,1
24105,1
24299,1
23988,1
23701,1
23993,1
24277,1
24397,1
24050,1
23752,1
23852,1
23707,1
24391,1
24384,1
24464,1
24176,1
24194,1
24167,1
23705,1
23785,1
24043,1
24118,1
23841,1
23735,1
23734,1
24222,1
24442,1
24268,1
24496,1
23725,1
24435,1
23983,1
24346,1
23890,1
23929,1
24454,1
23704,1
23824,1
24068,1
23754,1
23891,1
23796,1
23690,1
24240,1
23723,1
23714,2
24111,1
24297,1
23728,1
24432,1
23716,1
24209,1
24356,1
24340,1
24434,1
23984,1
24187,1
23903,1
24125,1
24029,1
24367,1
23934,1
24263,1
23799,1
23943,1
24026,1
8064,1
8486,1
7959,1
8524,1
8410,1
8060,1
8431,1
8095,1
8335,1
8349,1
8143,1
8271,1
7974,1
8331,1
7902,1
8330,1
8396,1
8012,1
7990,1
8244,1
7878,1
8429,1
8581,1
8470,1
8183,1
8591,1
8020,1
8241,1
8173,1
8153,1
7945,1
7905,1
8432,1
8362,1
7870,1
8483,1
8119,1
7839,1
8266,1
7794,1
7947,1
7841,1
7960,1
8395,1
7804,1
8358,1
7919,1
7946,1
7808,1
8400,1
8468,1
8538,1
7924,1
8600,1
8602,1
7935,1
7847,1
8276,1
7904,1
8016,1
8093,1
8523,1
7783,1
8620,1
8475,1
8286,1
8305,1
8599,1
7789,1
8208,1
8427,1
8548,1
7954,1
8057,1
8531,1
8598,1
8573,1
7970,1
8140,1
7823,1
8336,1
7851,1
8550,1
7835,1
8377,1
7981,1
8237,1
8017,1
8232,1
7997,1
8130,1
8416,1
8440,1
8099,1
7784,1
8338,1
7800,1
8059,1
8430,1
8462,1
8327,1
8045,1
8272,1
8290,1
7996,1
8329,1
8561,1
8138,1
8006,1
8033,1
8458,1
8022,1
8091,1
8519,1
8145,1
7861,1
8004,1
8566,1
7943,1
8540,1
8129,1
8032,1
8223,1
7925,1
8322,1
8414,1
8443,1
7806,1
8213,1
7803,1
8163,1
8212,1
7953,1
8586,1
8616,1
7903,1
8256,1
8614,1
8451,1
7922,1
7817,1
8229,1
8428,1
8257,1
8046,1
8191,1
8435,1
8261,1
7891,1
8488,1
8214,1
8384,1
8627,1
8558,1
8463,1
8308,1
8176,1
8543,1
7952,1
7836,1
8035,1
8504,1
7920,1
7854,1
8080,1
8299,1
7967,1
8277,1
8137,1
7812,1
7797,1
8582,1
8520,1
8146,1
8227,1
8025,1
8034,1
8394,1
8211,1
7979,1
8068,1
7844,1
7864,1
8069,1
8084,1
8316,1
7889,1
8155,1
8023,1
8264,1
7956,1
7799,1
8082,1
8245,1
8624,1
7929,1
7937,1
8175,1
8539,1
8142,1
7965,1
7949,1
8570,1
8515,1
8117,2
8567,1
7951,1
8542,1
7853,1
8537,1
8374,1
8151,1
7868,1
8300,1
8263,1
8402,1
8265,1
8487,1
7881,1
8461,1
8196,1
7938,1
8391,1
8302,1
8134,1
8525,1
7895,1
7793,1
8347,1
7852,1
8364,1
8512,1
8165,1
8294,1
8037,1
8397,1
8380,1
8469,1
8341,1
8073,1
8108,1
8221,1
8479,1
8534,1
39290,2
39543,3
39638,3
39200,3
39283,3
39115,2
39197,5
39250,1
39562,5
39708,5
39227,5
39503,5
39129,5
39113,5
39196,5
38974,5
39778,1
39067,5
39394,3
39666,5
39433,5
39401,1
39664,5
39697,2
39678,5
39157,2
39415,5
39696,3
39450,2
39451,5
39580,5
39509,2
39305,5
39109,2
39226,5
39202,3
39236,5
39382,3
39550,3
39059,3
39260,2
39578,1
39515,1
39186,5
39354,2
39485,3
39686,1
39332,3
39181,5
39211,1
39508,5
39750,1
38989,2
39019,5
39442,1
39093,1
39785,3
39352,3
39048,5
39223,5
39245,3
39107,2
39626,5
39665,5
39328,5
39215,5
39178,1
39655,1
39533,1
39134,2
39611,3
39149,5
39534,5
39171,5
39746,5
39154,3
39546,3
38981,3
39393,5
38977,1
39270,1
39520,2
39669,5
39582,5
39749,3
39618,1
39043,5
39627,2
39106,3
39598,5
39769,1
39607,1
39125,3
39633,5
39358,5
39456,5
39240,2
39136,3
39273,3
39527,3
39289,5
39420,5
39623,2
39522,1
39324,5
39355,3
39090,3
39398,5
39499,5
39212,1
39689,2
39253,5
39315,5
39466,2
39484,5
39576,5
39243,5
38983,5
39232,3
39729,5
39168,3
39379,3
39413,3
39207,1
39677,5
39492,1
39384,3
39693,1
39660,5
39754,5
39745,1
39713,1
39573,5
39175,5
39079,3
39521,1
39391,1
39684,5
39672,5
39529,5
39671,5
39751,2
39029,5
38985,5
39123,3
39608,1
39559,5
39601,1
39254,1
39417,5
39187,5
39320,5
39553,5
39206,1
38976,5
39152,5
39644,1
39282,1
39579,5
39687,1
39188,5
39191,5
39404,2
39118,1
39365,5
39709,2
39293,2
39535,2
39214,1
39023,1
39016,1
39542,5
39426,2
39300,2
39427,1
39489,1
39081,2
39335,5
39504,5
39151,1
39510,2
39230,1
39295,3
39615,5
39380,1
39082,5
39409,5
39530,5
39567,5
39690,1
39062,2
38980,3
39376,5
39280,5
39772,3
39277,2
39658,3
39004,3
39070,5
39606,5
39555,5
39759,5
39130,5
39721,5
39192,3
39046,5
39247,3
39516,2
39137,2
39002,1
39013,1
39228,2
39053,5
39719,2
39424,5
39507,2
39336,5
39163,1
39591,5
39718,1
39762,5
39597,5
39322,2
39634,2
39132,5
39368,5
39120,5
39173,1
39346,1
39034,1
39356,5
39345,1
39177,1
39025,5
39524,3
39680,5
39570,5
39377,5
39571,2
39238,1
39020,3
39110,2
39752,5
39765,1
39145,3
39071,1
39600,3
39014,5
16120,1
16171,1
15704,1
15942,5
15624,1
15862,1
15604,1
15389,1
16122,5
15996,1
15632,1
15496,1
16015,1
15577,1
16024,1
15747,1
15535,1
16137,1
16081,3
15534,1
15955,5
15890,1
16056,1
15808,1
15971,1
15592,1
16142,1
15962,5
15474,1
15781,1
15599,1
15612,1
15418,1
15854,1
16113,1
16099,1
15658,1
15812,1
15475,1
15751,1
16126,2
15663,1
15886,2
15506,1
15680,1
15517,1
16106,1
16026,1
15670,1
15734,5
15820,1
15710,1
16173,1
15892,1
16140,1
15672,1
15987,1
15402,1
15656,1
15590,1
16054,2
16170,1
15608,1
15829,1
15797,1
15649,1
15722,5
15763,1
15941,5
15948,1
15568,5
15973,1
15626,1
15866,1
15924,5
16109,1
15999,1
15618,5
15683,5
15774,5
15769,1
15817,1
15479,1
15560,5
16052,1
15511,1
15465,1
15720,1
15954,1
15521,5
15711,1
16017,1
15581,1
16148,1
15662,1
16006,1
16069,1
15922,5
15434,1
16079,1
15885,1
16134,5
16161,1
15616,5
15961,5
15482,1
16172,3
15960,3
15667,1
15845,1
16118,1
15696,1
15835,1
15559,5
15611,1
16091,1
16089,1
15935,1
15652,1
15438,1
16174,1
15913,1
